"Notes"	"County"	"County Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Sussex County, DE"	"10005"	"Vaginal"	"1"	1240
	"Sussex County, DE"	"10005"	"Cesarean"	"2"	638
	"Sussex County, DE"	"10005"	"Not Stated"	"9"	Suppressed
	"District of Columbia, DC"	"11001"	"Vaginal"	"1"	5236
	"District of Columbia, DC"	"11001"	"Cesarean"	"2"	2145
	"District of Columbia, DC"	"11001"	"Not Stated"	"9"	Suppressed
	"Alachua County, FL"	"12001"	"Vaginal"	"1"	1595
	"Alachua County, FL"	"12001"	"Cesarean"	"2"	638
	"Alachua County, FL"	"12001"	"Not Stated"	"9"	Suppressed
	"Bay County, FL"	"12005"	"Vaginal"	"1"	1370
	"Bay County, FL"	"12005"	"Cesarean"	"2"	515
	"Bay County, FL"	"12005"	"Not Stated"	"9"	Suppressed
	"Brevard County, FL"	"12009"	"Vaginal"	"1"	2734
	"Brevard County, FL"	"12009"	"Cesarean"	"2"	1217
	"Brevard County, FL"	"12009"	"Not Stated"	"9"	Suppressed
	"Broward County, FL"	"12011"	"Vaginal"	"1"	10336
	"Broward County, FL"	"12011"	"Cesarean"	"2"	7130
	"Broward County, FL"	"12011"	"Not Stated"	"9"	Suppressed
	"Charlotte County, FL"	"12015"	"Vaginal"	"1"	529
	"Charlotte County, FL"	"12015"	"Cesarean"	"2"	279
	"Charlotte County, FL"	"12015"	"Not Stated"	"9"	Suppressed
	"Citrus County, FL"	"12017"	"Vaginal"	"1"	550
	"Citrus County, FL"	"12017"	"Cesarean"	"2"	206
	"Citrus County, FL"	"12017"	"Not Stated"	"9"	Suppressed
	"Clay County, FL"	"12019"	"Vaginal"	"1"	1193
	"Clay County, FL"	"12019"	"Cesarean"	"2"	489
	"Clay County, FL"	"12019"	"Not Stated"	"9"	Suppressed
	"Collier County, FL"	"12021"	"Vaginal"	"1"	1606
	"Collier County, FL"	"12021"	"Cesarean"	"2"	999
	"Collier County, FL"	"12021"	"Not Stated"	"9"	Suppressed
	"Duval County, FL"	"12031"	"Vaginal"	"1"	6770
	"Duval County, FL"	"12031"	"Cesarean"	"2"	3046
	"Duval County, FL"	"12031"	"Not Stated"	"9"	14
	"Escambia County, FL"	"12033"	"Vaginal"	"1"	2169
	"Escambia County, FL"	"12033"	"Cesarean"	"2"	797
	"Escambia County, FL"	"12033"	"Not Stated"	"9"	Suppressed
	"Hernando County, FL"	"12053"	"Vaginal"	"1"	762
	"Hernando County, FL"	"12053"	"Cesarean"	"2"	451
	"Hernando County, FL"	"12053"	"Not Stated"	"9"	Suppressed
	"Hillsborough County, FL"	"12057"	"Vaginal"	"1"	8930
	"Hillsborough County, FL"	"12057"	"Cesarean"	"2"	4280
	"Hillsborough County, FL"	"12057"	"Not Stated"	"9"	Suppressed
	"Indian River County, FL"	"12061"	"Vaginal"	"1"	683
	"Indian River County, FL"	"12061"	"Cesarean"	"2"	300
	"Indian River County, FL"	"12061"	"Not Stated"	"9"	Suppressed
	"Lake County, FL"	"12069"	"Vaginal"	"1"	1521
	"Lake County, FL"	"12069"	"Cesarean"	"2"	870
	"Lake County, FL"	"12069"	"Not Stated"	"9"	Suppressed
	"Lee County, FL"	"12071"	"Vaginal"	"1"	3405
	"Lee County, FL"	"12071"	"Cesarean"	"2"	1871
	"Lee County, FL"	"12071"	"Not Stated"	"9"	Suppressed
	"Leon County, FL"	"12073"	"Vaginal"	"1"	1639
	"Leon County, FL"	"12073"	"Cesarean"	"2"	723
	"Leon County, FL"	"12073"	"Not Stated"	"9"	Suppressed
	"Manatee County, FL"	"12081"	"Vaginal"	"1"	1815
	"Manatee County, FL"	"12081"	"Cesarean"	"2"	795
	"Manatee County, FL"	"12081"	"Not Stated"	"9"	Suppressed
	"Marion County, FL"	"12083"	"Vaginal"	"1"	1882
	"Marion County, FL"	"12083"	"Cesarean"	"2"	835
	"Marion County, FL"	"12083"	"Not Stated"	"9"	Suppressed
	"Martin County, FL"	"12085"	"Vaginal"	"1"	655
	"Martin County, FL"	"12085"	"Cesarean"	"2"	340
	"Martin County, FL"	"12085"	"Not Stated"	"9"	Suppressed
	"Miami-Dade County, FL"	"12086"	"Vaginal"	"1"	12894
	"Miami-Dade County, FL"	"12086"	"Cesarean"	"2"	11160
	"Miami-Dade County, FL"	"12086"	"Not Stated"	"9"	Suppressed
	"Okaloosa County, FL"	"12091"	"Vaginal"	"1"	1536
	"Okaloosa County, FL"	"12091"	"Cesarean"	"2"	686
	"Okaloosa County, FL"	"12091"	"Not Stated"	"9"	Suppressed
	"Orange County, FL"	"12095"	"Vaginal"	"1"	8278
	"Orange County, FL"	"12095"	"Cesarean"	"2"	4411
	"Orange County, FL"	"12095"	"Not Stated"	"9"	11
	"Osceola County, FL"	"12097"	"Vaginal"	"1"	2092
	"Osceola County, FL"	"12097"	"Cesarean"	"2"	1142
	"Osceola County, FL"	"12097"	"Not Stated"	"9"	Suppressed
	"Palm Beach County, FL"	"12099"	"Vaginal"	"1"	7391
	"Palm Beach County, FL"	"12099"	"Cesarean"	"2"	4083
	"Palm Beach County, FL"	"12099"	"Not Stated"	"9"	Suppressed
	"Pasco County, FL"	"12101"	"Vaginal"	"1"	2559
	"Pasco County, FL"	"12101"	"Cesarean"	"2"	1299
	"Pasco County, FL"	"12101"	"Not Stated"	"9"	Suppressed
	"Pinellas County, FL"	"12103"	"Vaginal"	"1"	4723
	"Pinellas County, FL"	"12103"	"Cesarean"	"2"	2045
	"Pinellas County, FL"	"12103"	"Not Stated"	"9"	Suppressed
	"Polk County, FL"	"12105"	"Vaginal"	"1"	4031
	"Polk County, FL"	"12105"	"Cesarean"	"2"	1732
	"Polk County, FL"	"12105"	"Not Stated"	"9"	Suppressed
	"St. Johns County, FL"	"12109"	"Vaginal"	"1"	1088
	"St. Johns County, FL"	"12109"	"Cesarean"	"2"	577
	"St. Johns County, FL"	"12109"	"Not Stated"	"9"	Suppressed
	"St. Lucie County, FL"	"12111"	"Vaginal"	"1"	1511
	"St. Lucie County, FL"	"12111"	"Cesarean"	"2"	915
	"St. Lucie County, FL"	"12111"	"Not Stated"	"9"	Suppressed
	"Santa Rosa County, FL"	"12113"	"Vaginal"	"1"	1077
	"Santa Rosa County, FL"	"12113"	"Cesarean"	"2"	444
	"Santa Rosa County, FL"	"12113"	"Not Stated"	"9"	Suppressed
	"Sarasota County, FL"	"12115"	"Vaginal"	"1"	1470
	"Sarasota County, FL"	"12115"	"Cesarean"	"2"	732
	"Sarasota County, FL"	"12115"	"Not Stated"	"9"	Suppressed
	"Seminole County, FL"	"12117"	"Vaginal"	"1"	2253
	"Seminole County, FL"	"12117"	"Cesarean"	"2"	1157
	"Seminole County, FL"	"12117"	"Not Stated"	"9"	Suppressed
	"Volusia County, FL"	"12127"	"Vaginal"	"1"	2405
	"Volusia County, FL"	"12127"	"Cesarean"	"2"	1272
	"Volusia County, FL"	"12127"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, FL"	"12999"	"Vaginal"	"1"	6776
	"Unidentified Counties, FL"	"12999"	"Cesarean"	"2"	3299
	"Unidentified Counties, FL"	"12999"	"Not Stated"	"9"	Suppressed
	"Bartow County, GA"	"13015"	"Vaginal"	"1"	638
	"Bartow County, GA"	"13015"	"Cesarean"	"2"	309
	"Bartow County, GA"	"13015"	"Not Stated"	"9"	Suppressed
	"Bibb County, GA"	"13021"	"Vaginal"	"1"	1149
	"Bibb County, GA"	"13021"	"Cesarean"	"2"	573
	"Bibb County, GA"	"13021"	"Not Stated"	"9"	Suppressed
	"Carroll County, GA"	"13045"	"Vaginal"	"1"	875
	"Carroll County, GA"	"13045"	"Cesarean"	"2"	310
	"Carroll County, GA"	"13045"	"Not Stated"	"9"	Suppressed
	"Chatham County, GA"	"13051"	"Vaginal"	"1"	1994
	"Chatham County, GA"	"13051"	"Cesarean"	"2"	1118
	"Chatham County, GA"	"13051"	"Not Stated"	"9"	Suppressed
	"Cherokee County, GA"	"13057"	"Vaginal"	"1"	1446
	"Cherokee County, GA"	"13057"	"Cesarean"	"2"	643
	"Cherokee County, GA"	"13057"	"Not Stated"	"9"	Suppressed
	"Clarke County, GA"	"13059"	"Vaginal"	"1"	801
	"Clarke County, GA"	"13059"	"Cesarean"	"2"	284
	"Clarke County, GA"	"13059"	"Not Stated"	"9"	Suppressed
	"Clayton County, GA"	"13063"	"Vaginal"	"1"	2023
	"Clayton County, GA"	"13063"	"Cesarean"	"2"	821
	"Clayton County, GA"	"13063"	"Not Stated"	"9"	Suppressed
	"Cobb County, GA"	"13067"	"Vaginal"	"1"	5078
	"Cobb County, GA"	"13067"	"Cesarean"	"2"	2444
	"Cobb County, GA"	"13067"	"Not Stated"	"9"	Suppressed
	"Columbia County, GA"	"13073"	"Vaginal"	"1"	885
	"Columbia County, GA"	"13073"	"Cesarean"	"2"	413
	"Columbia County, GA"	"13073"	"Not Stated"	"9"	Suppressed
	"Coweta County, GA"	"13077"	"Vaginal"	"1"	838
	"Coweta County, GA"	"13077"	"Cesarean"	"2"	339
	"Coweta County, GA"	"13077"	"Not Stated"	"9"	Suppressed
	"DeKalb County, GA"	"13089"	"Vaginal"	"1"	5724
	"DeKalb County, GA"	"13089"	"Cesarean"	"2"	2525
	"DeKalb County, GA"	"13089"	"Not Stated"	"9"	11
	"Douglas County, GA"	"13097"	"Vaginal"	"1"	1020
	"Douglas County, GA"	"13097"	"Cesarean"	"2"	450
	"Douglas County, GA"	"13097"	"Not Stated"	"9"	Suppressed
	"Fayette County, GA"	"13113"	"Vaginal"	"1"	469
	"Fayette County, GA"	"13113"	"Cesarean"	"2"	170
	"Fayette County, GA"	"13113"	"Not Stated"	"9"	Suppressed
	"Forsyth County, GA"	"13117"	"Vaginal"	"1"	1145
	"Forsyth County, GA"	"13117"	"Cesarean"	"2"	604
