"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	Births
	"Shelby County, AL"	"01117"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"3rd month"	"03"	15
	"Shelby County, AL"	"01117"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	15
	"Shelby County, AL"	"01117"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"3rd month"	"03"	12
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"3rd month"	"03"	16
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"5th month"	"05"	13
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	28
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"3rd month"	"03"	61
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"4th month"	"04"	32
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"5th month"	"05"	22
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"6th month"	"06"	12
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"7th month"	"07"	13
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	40
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"3rd month"	"03"	59
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"4th month"	"04"	31
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"5th month"	"05"	20
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	27
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"3rd month"	"03"	61
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"4th month"	"04"	31
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"5th month"	"05"	17
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"2nd month"	"02"	20
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"3rd month"	"03"	28
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"4th month"	"04"	11
	"Unidentified Counties, AL"	"01999"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"5th month"	"05"	14
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	13
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"3rd month"	"03"	16
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	16
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"3rd month"	"03"	12
	"Anchorage Borough, AK"	"02020"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	19
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	17
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	16
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"3rd month"	"03"	12
	"Unidentified Counties, AK"	"02999"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	12
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"3rd month"	"03"	26
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"No prenatal care"	"00"	14
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	20
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"3rd month"	"03"	38
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"4th month"	"04"	14
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"5th month"	"05"	18
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"6th month"	"06"	13
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"No prenatal care"	"00"	14
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	28
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"3rd month"	"03"	46
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"4th month"	"04"	13
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"5th month"	"05"	18
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	21
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"3rd month"	"03"	25
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"5th month"	"05"	14
	"Cochise County, AZ"	"04003"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"3rd month"	"03"	17
	"Coconino County, AZ"	"04005"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	23
	"Coconino County, AZ"	"04005"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"3rd month"	"03"	12
	"Coconino County, AZ"	"04005"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	21
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"No prenatal care"	"00"	38
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"1st month"	"01"	91
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"2nd month"	"02"	413
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"3rd month"	"03"	364
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"4th month"	"04"	220
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"5th month"	"05"	140
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"6th month"	"06"	82
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"7th month"	"07"	76
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"8th month"	"08"	71
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"9th month"	"09"	34
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"Not stated/Not on certificate"	"99"	23
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"No prenatal care"	"00"	71
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"1st month"	"01"	405
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	1582
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"3rd month"	"03"	1058
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"4th month"	"04"	543
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"5th month"	"05"	328
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"6th month"	"06"	196
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"7th month"	"07"	142
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"8th month"	"08"	104
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"9th month"	"09"	57
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not stated/Not on certificate"	"99"	64
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"No prenatal care"	"00"	66
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"1st month"	"01"	434
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	1686
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"3rd month"	"03"	970
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"4th month"	"04"	409
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"5th month"	"05"	254
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"6th month"	"06"	130
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"7th month"	"07"	102
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"8th month"	"08"	97
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"9th month"	"09"	52
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not stated/Not on certificate"	"99"	77
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"No prenatal care"	"00"	34
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"1st month"	"01"	299
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	1203
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"3rd month"	"03"	749
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"4th month"	"04"	272
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"5th month"	"05"	156
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"6th month"	"06"	98
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"7th month"	"07"	68
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"8th month"	"08"	52
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"9th month"	"09"	36
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not stated/Not on certificate"	"99"	53
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"No prenatal care"	"00"	22
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"1st month"	"01"	146
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"2nd month"	"02"	550
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"3rd month"	"03"	386
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"4th month"	"04"	163
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"5th month"	"05"	92
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"6th month"	"06"	48
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"7th month"	"07"	38
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"8th month"	"08"	21
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"9th month"	"09"	18
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"Not stated/Not on certificate"	"99"	21
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"40-44 years"	"40-44"	"1st month"	"01"	31
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"40-44 years"	"40-44"	"2nd month"	"02"	111
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"40-44 years"	"40-44"	"3rd month"	"03"	105
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"40-44 years"	"40-44"	"4th month"	"04"	42
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"40-44 years"	"40-44"	"5th month"	"05"	23
	"Maricopa County, AZ"	"04013"	"Mexican"	"2148-5"	"White"	"2106-3"	"40-44 years"	"40-44"	"6th month"	"06"	11
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	33
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"White"	"2106-3"	"20-24 years"	"20-24"	"3rd month"	"03"	12
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	34
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	32
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"White"	"2106-3"	"30-34 years"	"30-34"	"3rd month"	"03"	19
	"Maricopa County, AZ"	"04013"	"Puerto Rican"	"2180-8"	"White"	"2106-3"	"35-39 years"	"35-39"	"2nd month"	"02"	14
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	10
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	17
	"Maricopa County, AZ"	"04013"	"Cuban"	"2182-4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	11
	"Mohave County, AZ"	"04015"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"1st month"	"01"	10
	"Mohave County, AZ"	"04015"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	26
	"Mohave County, AZ"	"04015"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"3rd month"	"03"	17
	"Mohave County, AZ"	"04015"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	24
	"Mohave County, AZ"	"04015"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"3rd month"	"03"	18
	"Mohave County, AZ"	"04015"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	12
	"Mohave County, AZ"	"04015"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"3rd month"	"03"	12
	"Navajo County, AZ"	"04017"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	11
	"Navajo County, AZ"	"04017"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	13
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"No prenatal care"	"00"	29
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"2nd month"	"02"	90
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"3rd month"	"03"	78
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"4th month"	"04"	46
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"5th month"	"05"	35
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"6th month"	"06"	26
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"7th month"	"07"	16
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"15-19 years"	"15-19"	"8th month"	"08"	12
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"No prenatal care"	"00"	66
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"1st month"	"01"	38
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"2nd month"	"02"	402
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"3rd month"	"03"	261
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"4th month"	"04"	160
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"5th month"	"05"	84
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"6th month"	"06"	48
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"7th month"	"07"	51
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"8th month"	"08"	38
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"9th month"	"09"	23
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not stated/Not on certificate"	"99"	12
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"No prenatal care"	"00"	49
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"1st month"	"01"	23
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"2nd month"	"02"	434
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"3rd month"	"03"	303
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"4th month"	"04"	117
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"5th month"	"05"	64
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"6th month"	"06"	46
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"7th month"	"07"	43
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"8th month"	"08"	31
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"25-29 years"	"25-29"	"9th month"	"09"	20
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"No prenatal care"	"00"	37
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"1st month"	"01"	20
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"2nd month"	"02"	359
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"3rd month"	"03"	238
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"4th month"	"04"	70
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"5th month"	"05"	41
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"6th month"	"06"	32
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"7th month"	"07"	20
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"30-34 years"	"30-34"	"8th month"	"08"	26
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"No prenatal care"	"00"	13
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"2nd month"	"02"	136
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"3rd month"	"03"	109
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"4th month"	"04"	40
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"5th month"	"05"	15
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"6th month"	"06"	15
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"35-39 years"	"35-39"	"8th month"	"08"	10
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"40-44 years"	"40-44"	"2nd month"	"02"	28
	"Pima County, AZ"	"04019"	"Mexican"	"2148-5"	"White"	"2106-3"	"40-44 years"	"40-44"	"3rd month"	"03"	13
