"Notes"	"County"	"County Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Unidentified Counties, AZ"	"04999"	"Vaginal"	"1"	9928
	"Unidentified Counties, AZ"	"04999"	"Cesarean"	"2"	2753
	"Unidentified Counties, AZ"	"04999"	"Not Stated"	"9"	24
	"Benton County, AR"	"05007"	"Vaginal"	"1"	7342
	"Benton County, AR"	"05007"	"Cesarean"	"2"	3256
	"Benton County, AR"	"05007"	"Not Stated"	"9"	25
	"Faulkner County, AR"	"05045"	"Vaginal"	"1"	1501
	"Faulkner County, AR"	"05045"	"Cesarean"	"2"	812
	"Pulaski County, AR"	"05119"	"Vaginal"	"1"	11786
	"Pulaski County, AR"	"05119"	"Cesarean"	"2"	4458
	"Pulaski County, AR"	"05119"	"Not Stated"	"9"	49
	"Saline County, AR"	"05125"	"Vaginal"	"1"	1426
	"Saline County, AR"	"05125"	"Cesarean"	"2"	400
	"Sebastian County, AR"	"05131"	"Vaginal"	"1"	3379
	"Sebastian County, AR"	"05131"	"Cesarean"	"2"	2020
	"Washington County, AR"	"05143"	"Vaginal"	"1"	6843
	"Washington County, AR"	"05143"	"Cesarean"	"2"	2846
	"Washington County, AR"	"05143"	"Not Stated"	"9"	28
	"Unidentified Counties, AR"	"05999"	"Vaginal"	"1"	46096
	"Unidentified Counties, AR"	"05999"	"Cesarean"	"2"	23632
	"Unidentified Counties, AR"	"05999"	"Not Stated"	"9"	273
	"Alameda County, CA"	"06001"	"Vaginal"	"1"	48073
	"Alameda County, CA"	"06001"	"Cesarean"	"2"	17518
	"Butte County, CA"	"06007"	"Vaginal"	"1"	5689
	"Butte County, CA"	"06007"	"Cesarean"	"2"	2356
	"Contra Costa County, CA"	"06013"	"Vaginal"	"1"	30834
	"Contra Costa County, CA"	"06013"	"Cesarean"	"2"	10704
	"El Dorado County, CA"	"06017"	"Vaginal"	"1"	3781
	"El Dorado County, CA"	"06017"	"Cesarean"	"2"	1379
	"Fresno County, CA"	"06019"	"Vaginal"	"1"	36069
	"Fresno County, CA"	"06019"	"Cesarean"	"2"	16909
	"Humboldt County, CA"	"06023"	"Vaginal"	"1"	3615
	"Humboldt County, CA"	"06023"	"Cesarean"	"2"	1133
	"Imperial County, CA"	"06025"	"Vaginal"	"1"	6482
	"Imperial County, CA"	"06025"	"Cesarean"	"2"	3842
	"Kern County, CA"	"06029"	"Vaginal"	"1"	34224
	"Kern County, CA"	"06029"	"Cesarean"	"2"	11888
	"Kings County, CA"	"06031"	"Vaginal"	"1"	5047
	"Kings County, CA"	"06031"	"Cesarean"	"2"	2815
	"Los Angeles County, CA"	"06037"	"Vaginal"	"1"	285853
	"Los Angeles County, CA"	"06037"	"Cesarean"	"2"	149346
	"Madera County, CA"	"06039"	"Vaginal"	"1"	5238
	"Madera County, CA"	"06039"	"Cesarean"	"2"	2564
	"Marin County, CA"	"06041"	"Vaginal"	"1"	6054
	"Marin County, CA"	"06041"	"Cesarean"	"2"	1920
	"Merced County, CA"	"06047"	"Vaginal"	"1"	9621
	"Merced County, CA"	"06047"	"Cesarean"	"2"	4812
	"Monterey County, CA"	"06053"	"Vaginal"	"1"	15949
	"Monterey County, CA"	"06053"	"Cesarean"	"2"	5975
	"Napa County, CA"	"06055"	"Vaginal"	"1"	3518
	"Napa County, CA"	"06055"	"Cesarean"	"2"	1251
	"Orange County, CA"	"06059"	"Vaginal"	"1"	88606
	"Orange County, CA"	"06059"	"Cesarean"	"2"	42816
	"Placer County, CA"	"06061"	"Vaginal"	"1"	9442
	"Placer County, CA"	"06061"	"Cesarean"	"2"	3144
	"Riverside County, CA"	"06065"	"Vaginal"	"1"	70952
	"Riverside County, CA"	"06065"	"Cesarean"	"2"	31683
	"Sacramento County, CA"	"06067"	"Vaginal"	"1"	48858
	"Sacramento County, CA"	"06067"	"Cesarean"	"2"	17335
	"San Bernardino County, CA"	"06071"	"Vaginal"	"1"	71322
	"San Bernardino County, CA"	"06071"	"Cesarean"	"2"	31779
	"San Diego County, CA"	"06073"	"Vaginal"	"1"	103262
	"San Diego County, CA"	"06073"	"Cesarean"	"2"	46935
	"San Francisco County, CA"	"06075"	"Vaginal"	"1"	23304
	"San Francisco County, CA"	"06075"	"Cesarean"	"2"	7236
	"San Joaquin County, CA"	"06077"	"Vaginal"	"1"	23689
	"San Joaquin County, CA"	"06077"	"Cesarean"	"2"	9929
	"San Luis Obispo County, CA"	"06079"	"Vaginal"	"1"	6174
	"San Luis Obispo County, CA"	"06079"	"Cesarean"	"2"	2473
	"San Mateo County, CA"	"06081"	"Vaginal"	"1"	22991
	"San Mateo County, CA"	"06081"	"Cesarean"	"2"	8163
	"Santa Barbara County, CA"	"06083"	"Vaginal"	"1"	13250
	"Santa Barbara County, CA"	"06083"	"Cesarean"	"2"	6007
	"Santa Clara County, CA"	"06085"	"Vaginal"	"1"	59575
	"Santa Clara County, CA"	"06085"	"Cesarean"	"2"	23429
	"Santa Cruz County, CA"	"06087"	"Vaginal"	"1"	6979
	"Santa Cruz County, CA"	"06087"	"Cesarean"	"2"	2712
	"Shasta County, CA"	"06089"	"Vaginal"	"1"	4579
	"Shasta County, CA"	"06089"	"Cesarean"	"2"	2151
	"Solano County, CA"	"06095"	"Vaginal"	"1"	12692
	"Solano County, CA"	"06095"	"Cesarean"	"2"	4289
	"Sonoma County, CA"	"06097"	"Vaginal"	"1"	12910
	"Sonoma County, CA"	"06097"	"Cesarean"	"2"	4141
	"Stanislaus County, CA"	"06099"	"Vaginal"	"1"	17494
	"Stanislaus County, CA"	"06099"	"Cesarean"	"2"	7696
	"Tulare County, CA"	"06107"	"Vaginal"	"1"	16953
	"Tulare County, CA"	"06107"	"Cesarean"	"2"	8350
	"Ventura County, CA"	"06111"	"Vaginal"	"1"	24572
	"Ventura County, CA"	"06111"	"Cesarean"	"2"	10966
	"Yolo County, CA"	"06113"	"Vaginal"	"1"	6175
	"Yolo County, CA"	"06113"	"Cesarean"	"2"	1877
	"Unidentified Counties, CA"	"06999"	"Vaginal"	"1"	23279
	"Unidentified Counties, CA"	"06999"	"Cesarean"	"2"	9814
	"Adams County, CO"	"08001"	"Vaginal"	"1"	17524
	"Adams County, CO"	"08001"	"Cesarean"	"2"	4286
	"Arapahoe County, CO"	"08005"	"Vaginal"	"1"	18413
	"Arapahoe County, CO"	"08005"	"Cesarean"	"2"	6397
	"Boulder County, CO"	"08013"	"Vaginal"	"1"	7211
	"Boulder County, CO"	"08013"	"Cesarean"	"2"	2249
	"Denver County, CO"	"08031"	"Vaginal"	"1"	24313
	"Denver County, CO"	"08031"	"Cesarean"	"2"	7589
	"Douglas County, CO"	"08035"	"Vaginal"	"1"	8160
	"Douglas County, CO"	"08035"	"Cesarean"	"2"	3098
	"El Paso County, CO"	"08041"	"Vaginal"	"1"	23208
	"El Paso County, CO"	"08041"	"Cesarean"	"2"	5936
	"Jefferson County, CO"	"08059"	"Vaginal"	"1"	14335
	"Jefferson County, CO"	"08059"	"Cesarean"	"2"	4735
	"Larimer County, CO"	"08069"	"Vaginal"	"1"	8008
	"Larimer County, CO"	"08069"	"Cesarean"	"2"	3273
	"Mesa County, CO"	"08077"	"Vaginal"	"1"	4578
	"Mesa County, CO"	"08077"	"Cesarean"	"2"	1104
	"Pueblo County, CO"	"08101"	"Vaginal"	"1"	4736
	"Pueblo County, CO"	"08101"	"Cesarean"	"2"	1322
	"Weld County, CO"	"08123"	"Vaginal"	"1"	9468
	"Weld County, CO"	"08123"	"Cesarean"	"2"	3520
	"Unidentified Counties, CO"	"08999"	"Vaginal"	"1"	20238
	"Unidentified Counties, CO"	"08999"	"Cesarean"	"2"	7334
	"Fairfield County, CT"	"09001"	"Vaginal"	"1"	21293
	"Fairfield County, CT"	"09001"	"Cesarean"	"2"	11501
	"Fairfield County, CT"	"09001"	"Not Stated"	"9"	114
	"Hartford County, CT"	"09003"	"Vaginal"	"1"	21076
	"Hartford County, CT"	"09003"	"Cesarean"	"2"	9507
	"Hartford County, CT"	"09003"	"Not Stated"	"9"	233
	"Litchfield County, CT"	"09005"	"Vaginal"	"1"	3030
	"Litchfield County, CT"	"09005"	"Cesarean"	"2"	1539
	"Litchfield County, CT"	"09005"	"Not Stated"	"9"	12
	"Middlesex County, CT"	"09007"	"Vaginal"	"1"	3061
	"Middlesex County, CT"	"09007"	"Cesarean"	"2"	1501
	"Middlesex County, CT"	"09007"	"Not Stated"	"9"	31
	"New Haven County, CT"	"09009"	"Vaginal"	"1"	19950
	"New Haven County, CT"	"09009"	"Cesarean"	"2"	8589
	"New Haven County, CT"	"09009"	"Not Stated"	"9"	63
	"New London County, CT"	"09011"	"Vaginal"	"1"	5959
	"New London County, CT"	"09011"	"Cesarean"	"2"	2725
	"New London County, CT"	"09011"	"Not Stated"	"9"	154
	"Tolland County, CT"	"09013"	"Vaginal"	"1"	2589
	"Tolland County, CT"	"09013"	"Cesarean"	"2"	1065
	"Tolland County, CT"	"09013"	"Not Stated"	"9"	28
	"Windham County, CT"	"09015"	"Vaginal"	"1"	2453
	"Windham County, CT"	"09015"	"Cesarean"	"2"	1068
	"Windham County, CT"	"09015"	"Not Stated"	"9"	40
	"Kent County, DE"	"10001"	"Vaginal"	"1"	4706
	"Kent County, DE"	"10001"	"Cesarean"	"2"	1851
	"New Castle County, DE"	"10003"	"Vaginal"	"1"	13807
	"New Castle County, DE"	"10003"	"Cesarean"	"2"	6254
	"Sussex County, DE"	"10005"	"Vaginal"	"1"	4703
	"Sussex County, DE"	"10005"	"Cesarean"	"2"	2248
	"District of Columbia, DC"	"11001"	"Vaginal"	"1"	19853
	"District of Columbia, DC"	"11001"	"Cesarean"	"2"	8951
	"Alachua County, FL"	"12001"	"Vaginal"	"1"	6238
	"Alachua County, FL"	"12001"	"Cesarean"	"2"	2543
	"Bay County, FL"	"12005"	"Vaginal"	"1"	5307
	"Bay County, FL"	"12005"	"Cesarean"	"2"	2093
	"Brevard County, FL"	"12009"	"Vaginal"	"1"	10784
	"Brevard County, FL"	"12009"	"Cesarean"	"2"	4760
	"Broward County, FL"	"12011"	"Vaginal"	"1"	40532
	"Broward County, FL"	"12011"	"Cesarean"	"2"	27590
	"Charlotte County, FL"	"12015"	"Vaginal"	"1"	2094
	"Charlotte County, FL"	"12015"	"Cesarean"	"2"	1088
	"Citrus County, FL"	"12017"	"Vaginal"	"1"	2189
	"Citrus County, FL"	"12017"	"Cesarean"	"2"	906
	"Clay County, FL"	"12019"	"Vaginal"	"1"	4479
	"Clay County, FL"	"12019"	"Cesarean"	"2"	1907
	"Clay County, FL"	"12019"	"Not Stated"	"9"	17
	"Collier County, FL"	"12021"	"Vaginal"	"1"	6171
	"Collier County, FL"	"12021"	"Cesarean"	"2"	3872
	"Duval County, FL"	"12031"	"Vaginal"	"1"	26000
	"Duval County, FL"	"12031"	"Cesarean"	"2"	11985
	"Duval County, FL"	"12031"	"Not Stated"	"9"	45
	"Escambia County, FL"	"12033"	"Vaginal"	"1"	8469
	"Escambia County, FL"	"12033"	"Cesarean"	"2"	3344
	"Hernando County, FL"	"12053"	"Vaginal"	"1"	2851
	"Hernando County, FL"	"12053"	"Cesarean"	"2"	1604
	"Hillsborough County, FL"	"12057"	"Vaginal"	"1"	33766
	"Hillsborough County, FL"	"12057"	"Cesarean"	"2"	17292
	"Hillsborough County, FL"	"12057"	"Not Stated"	"9"	16
	"Indian River County, FL"	"12061"	"Vaginal"	"1"	2662
	"Indian River County, FL"	"12061"	"Cesarean"	"2"	1239
	"Lake County, FL"	"12069"	"Vaginal"	"1"	5876
	"Lake County, FL"	"12069"	"Cesarean"	"2"	3418
	"Lee County, FL"	"12071"	"Vaginal"	"1"	12761
	"Lee County, FL"	"12071"	"Cesarean"	"2"	6887
	"Leon County, FL"	"12073"	"Vaginal"	"1"	6518
	"Leon County, FL"	"12073"	"Cesarean"	"2"	2792
	"Manatee County, FL"	"12081"	"Vaginal"	"1"	7177
	"Manatee County, FL"	"12081"	"Cesarean"	"2"	3327
	"Marion County, FL"	"12083"	"Vaginal"	"1"	7368
	"Marion County, FL"	"12083"	"Cesarean"	"2"	3001
	"Martin County, FL"	"12085"	"Vaginal"	"1"	2574
	"Martin County, FL"	"12085"	"Cesarean"	"2"	1124
	"Miami-Dade County, FL"	"12086"	"Vaginal"	"1"	49224
	"Miami-Dade County, FL"	"12086"	"Cesarean"	"2"	42972
	"Miami-Dade County, FL"	"12086"	"Not Stated"	"9"	13
	"Okaloosa County, FL"	"12091"	"Vaginal"	"1"	6013
	"Okaloosa County, FL"	"12091"	"Cesarean"	"2"	2589
	"Okaloosa County, FL"	"12091"	"Not Stated"	"9"	19
	"Orange County, FL"	"12095"	"Vaginal"	"1"	31702
	"Orange County, FL"	"12095"	"Cesarean"	"2"	16209
	"Orange County, FL"	"12095"	"Not Stated"	"9"	21
	"Osceola County, FL"	"12097"	"Vaginal"	"1"	7970
	"Osceola County, FL"	"12097"	"Cesarean"	"2"	4274
	"Palm Beach County, FL"	"12099"	"Vaginal"	"1"	28499
	"Palm Beach County, FL"	"12099"	"Cesarean"	"2"	16211
	"Pasco County, FL"	"12101"	"Vaginal"	"1"	9536
	"Pasco County, FL"	"12101"	"Cesarean"	"2"	5357
	"Pinellas County, FL"	"12103"	"Vaginal"	"1"	18052
	"Pinellas County, FL"	"12103"	"Cesarean"	"2"	8151
	"Polk County, FL"	"12105"	"Vaginal"	"1"	15701
	"Polk County, FL"	"12105"	"Cesarean"	"2"	6887
	"St. Johns County, FL"	"12109"	"Vaginal"	"1"	4203
	"St. Johns County, FL"	"12109"	"Cesarean"	"2"	2062
	"St. Lucie County, FL"	"12111"	"Vaginal"	"1"	5816
	"St. Lucie County, FL"	"12111"	"Cesarean"	"2"	3403
	"Santa Rosa County, FL"	"12113"	"Vaginal"	"1"	4032
	"Santa Rosa County, FL"	"12113"	"Cesarean"	"2"	1735
	"Sarasota County, FL"	"12115"	"Vaginal"	"1"	5785
	"Sarasota County, FL"	"12115"	"Cesarean"	"2"	3123
	"Seminole County, FL"	"12117"	"Vaginal"	"1"	8779
	"Seminole County, FL"	"12117"	"Cesarean"	"2"	4520
	"Volusia County, FL"	"12127"	"Vaginal"	"1"	9278
	"Volusia County, FL"	"12127"	"Cesarean"	"2"	4916
	"Unidentified Counties, FL"	"12999"	"Vaginal"	"1"	26854
	"Unidentified Counties, FL"	"12999"	"Cesarean"	"2"	12836
	"Unidentified Counties, FL"	"12999"	"Not Stated"	"9"	11
	"Bartow County, GA"	"13015"	"Vaginal"	"1"	1322
	"Bartow County, GA"	"13015"	"Cesarean"	"2"	613
	"Bibb County, GA"	"13021"	"Vaginal"	"1"	4873
	"Bibb County, GA"	"13021"	"Cesarean"	"2"	2110
	"Carroll County, GA"	"13045"	"Vaginal"	"1"	1860
	"Carroll County, GA"	"13045"	"Cesarean"	"2"	592
	"Chatham County, GA"	"13051"	"Vaginal"	"1"	7852
	"Chatham County, GA"	"13051"	"Cesarean"	"2"	4450
	"Chatham County, GA"	"13051"	"Not Stated"	"9"	12
	"Cherokee County, GA"	"13057"	"Vaginal"	"1"	5884
	"Cherokee County, GA"	"13057"	"Cesarean"	"2"	2765
	"Clarke County, GA"	"13059"	"Vaginal"	"1"	3286
	"Clarke County, GA"	"13059"	"Cesarean"	"2"	1244
	"Clayton County, GA"	"13063"	"Vaginal"	"1"	8206
	"Clayton County, GA"	"13063"	"Cesarean"	"2"	3167
	"Clayton County, GA"	"13063"	"Not Stated"	"9"	25
	"Cobb County, GA"	"13067"	"Vaginal"	"1"	20760
	"Cobb County, GA"	"13067"	"Cesarean"	"2"	10200
	"Cobb County, GA"	"13067"	"Not Stated"	"9"	24
	"Columbia County, GA"	"13073"	"Vaginal"	"1"	1704
	"Columbia County, GA"	"13073"	"Cesarean"	"2"	842
	"Coweta County, GA"	"13077"	"Vaginal"	"1"	1746
	"Coweta County, GA"	"13077"	"Cesarean"	"2"	741
	"DeKalb County, GA"	"13089"	"Vaginal"	"1"	22988
	"DeKalb County, GA"	"13089"	"Cesarean"	"2"	10594
	"DeKalb County, GA"	"13089"	"Not Stated"	"9"	55
	"Douglas County, GA"	"13097"	"Vaginal"	"1"	1957
	"Douglas County, GA"	"13097"	"Cesarean"	"2"	879
	"Fayette County, GA"	"13113"	"Vaginal"	"1"	996
	"Fayette County, GA"	"13113"	"Cesarean"	"2"	379
	"Forsyth County, GA"	"13117"	"Vaginal"	"1"	2317
	"Forsyth County, GA"	"13117"	"Cesarean"	"2"	1164
	"Fulton County, GA"	"13121"	"Vaginal"	"1"	28591
	"Fulton County, GA"	"13121"	"Cesarean"	"2"	12940
	"Fulton County, GA"	"13121"	"Not Stated"	"9"	107
	"Gwinnett County, GA"	"13135"	"Vaginal"	"1"	25099
	"Gwinnett County, GA"	"13135"	"Cesarean"	"2"	11161
	"Gwinnett County, GA"	"13135"	"Not Stated"	"9"	48
	"Hall County, GA"	"13139"	"Vaginal"	"1"	6100
	"Hall County, GA"	"13139"	"Cesarean"	"2"	2241
	"Henry County, GA"	"13151"	"Vaginal"	"1"	5857
	"Henry County, GA"	"13151"	"Cesarean"	"2"	2389
	"Houston County, GA"	"13153"	"Vaginal"	"1"	4252
	"Houston County, GA"	"13153"	"Cesarean"	"2"	1938
	"Houston County, GA"	"13153"	"Not Stated"	"9"	10
	"Lowndes County, GA"	"13185"	"Vaginal"	"1"	1706
	"Lowndes County, GA"	"13185"	"Cesarean"	"2"	878
	"Muscogee County, GA"	"13215"	"Vaginal"	"1"	6819
	"Muscogee County, GA"	"13215"	"Cesarean"	"2"	2909
	"Muscogee County, GA"	"13215"	"Not Stated"	"9"	24
	"Paulding County, GA"	"13223"	"Vaginal"	"1"	1853
	"Paulding County, GA"	"13223"	"Cesarean"	"2"	803
	"Richmond County, GA"	"13245"	"Vaginal"	"1"	6938
	"Richmond County, GA"	"13245"	"Cesarean"	"2"	3098
	"Whitfield County, GA"	"13313"	"Vaginal"	"1"	1489
	"Whitfield County, GA"	"13313"	"Cesarean"	"2"	707
	"Unidentified Counties, GA"	"13999"	"Vaginal"	"1"	105978
	"Unidentified Counties, GA"	"13999"	"Cesarean"	"2"	50787
	"Unidentified Counties, GA"	"13999"	"Not Stated"	"9"	225
	"Hawaii County, HI"	"15001"	"Vaginal"	"1"	4646
	"Hawaii County, HI"	"15001"	"Cesarean"	"2"	2044
	"Hawaii County, HI"	"15001"	"Not Stated"	"9"	25
	"Honolulu County, HI"	"15003"	"Vaginal"	"1"	31801
	"Honolulu County, HI"	"15003"	"Cesarean"	"2"	8324
	"Honolulu County, HI"	"15003"	"Not Stated"	"9"	198
	"Maui County, HI"	"15009"	"Vaginal"	"1"	4188
	"Maui County, HI"	"15009"	"Cesarean"	"2"	1604
	"Maui County, HI"	"15009"	"Not Stated"	"9"	35
	"Unidentified Counties, HI"	"15999"	"Vaginal"	"1"	1867
	"Unidentified Counties, HI"	"15999"	"Cesarean"	"2"	655
	"Unidentified Counties, HI"	"15999"	"Not Stated"	"9"	20
	"Ada County, ID"	"16001"	"Vaginal"	"1"	12639
	"Ada County, ID"	"16001"	"Cesarean"	"2"	3831
	"Bonneville County, ID"	"16019"	"Vaginal"	"1"	2433
	"Bonneville County, ID"	"16019"	"Cesarean"	"2"	590
	"Canyon County, ID"	"16027"	"Vaginal"	"1"	7398
	"Canyon County, ID"	"16027"	"Cesarean"	"2"	2317
	"Kootenai County, ID"	"16055"	"Vaginal"	"1"	4023
	"Kootenai County, ID"	"16055"	"Cesarean"	"2"	1360
	"Unidentified Counties, ID"	"16999"	"Vaginal"	"1"	29155
	"Unidentified Counties, ID"	"16999"	"Cesarean"	"2"	8354
	"Champaign County, IL"	"17019"	"Vaginal"	"1"	5270
	"Champaign County, IL"	"17019"	"Cesarean"	"2"	2374
	"Champaign County, IL"	"17019"	"Not Stated"	"9"	43
	"Cook County, IL"	"17031"	"Vaginal"	"1"	157241
	"Cook County, IL"	"17031"	"Cesarean"	"2"	60684
	"Cook County, IL"	"17031"	"Not Stated"	"9"	380
	"DeKalb County, IL"	"17037"	"Vaginal"	"1"	1361
	"DeKalb County, IL"	"17037"	"Cesarean"	"2"	585
	"DuPage County, IL"	"17043"	"Vaginal"	"1"	24230
	"DuPage County, IL"	"17043"	"Cesarean"	"2"	10307
	"DuPage County, IL"	"17043"	"Not Stated"	"9"	34
	"Kane County, IL"	"17089"	"Vaginal"	"1"	14923
	"Kane County, IL"	"17089"	"Cesarean"	"2"	6694
	"Kankakee County, IL"	"17091"	"Vaginal"	"1"	2987
	"Kankakee County, IL"	"17091"	"Cesarean"	"2"	1143
	"Kendall County, IL"	"17093"	"Vaginal"	"1"	1760
	"Kendall County, IL"	"17093"	"Cesarean"	"2"	846
	"Lake County, IL"	"17097"	"Vaginal"	"1"	17484
	"Lake County, IL"	"17097"	"Cesarean"	"2"	7675
	"LaSalle County, IL"	"17099"	"Vaginal"	"1"	2694
	"LaSalle County, IL"	"17099"	"Cesarean"	"2"	1071
	"McHenry County, IL"	"17111"	"Vaginal"	"1"	7506
	"McHenry County, IL"	"17111"	"Cesarean"	"2"	2983
	"McLean County, IL"	"17113"	"Vaginal"	"1"	4365
	"McLean County, IL"	"17113"	"Cesarean"	"2"	2439
	"Macon County, IL"	"17115"	"Vaginal"	"1"	2857
	"Macon County, IL"	"17115"	"Cesarean"	"2"	1370
	"Madison County, IL"	"17119"	"Vaginal"	"1"	7005
	"Madison County, IL"	"17119"	"Cesarean"	"2"	2763
	"Peoria County, IL"	"17143"	"Vaginal"	"1"	6029
	"Peoria County, IL"	"17143"	"Cesarean"	"2"	2573
	"Rock Island County, IL"	"17161"	"Vaginal"	"1"	4010
	"Rock Island County, IL"	"17161"	"Cesarean"	"2"	1742
	"St. Clair County, IL"	"17163"	"Vaginal"	"1"	7491
	"St. Clair County, IL"	"17163"	"Cesarean"	"2"	3080
	"Sangamon County, IL"	"17167"	"Vaginal"	"1"	5273
	"Sangamon County, IL"	"17167"	"Cesarean"	"2"	1756
	"Tazewell County, IL"	"17179"	"Vaginal"	"1"	3779
	"Tazewell County, IL"	"17179"	"Cesarean"	"2"	1420
	"Will County, IL"	"17197"	"Vaginal"	"1"	17064
	"Will County, IL"	"17197"	"Cesarean"	"2"	8058
	"Will County, IL"	"17197"	"Not Stated"	"9"	20
	"Winnebago County, IL"	"17201"	"Vaginal"	"1"	7563
	"Winnebago County, IL"	"17201"	"Cesarean"	"2"	3614
	"Unidentified Counties, IL"	"17999"	"Vaginal"	"1"	52979
	"Unidentified Counties, IL"	"17999"	"Cesarean"	"2"	22214
	"Unidentified Counties, IL"	"17999"	"Not Stated"	"9"	34
	"Allen County, IN"	"18003"	"Vaginal"	"1"	12757
	"Allen County, IN"	"18003"	"Cesarean"	"2"	4005
	"Clark County, IN"	"18019"	"Vaginal"	"1"	1701
	"Clark County, IN"	"18019"	"Cesarean"	"2"	720
	"Delaware County, IN"	"18035"	"Vaginal"	"1"	3478
	"Delaware County, IN"	"18035"	"Cesarean"	"2"	670
	"Elkhart County, IN"	"18039"	"Vaginal"	"1"	6641
	"Elkhart County, IN"	"18039"	"Cesarean"	"2"	2491
	"Hamilton County, IN"	"18057"	"Vaginal"	"1"	9020
	"Hamilton County, IN"	"18057"	"Cesarean"	"2"	3743
	"Hendricks County, IN"	"18063"	"Vaginal"	"1"	4020
	"Hendricks County, IN"	"18063"	"Cesarean"	"2"	1719
